Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
26/11/2012,-9.06,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",24/11/2012,,,
27/11/2012,-9.95,"HOUSE OF TRAVEL        CHCH          NZ","PURCHASES",27/11/2012,,,
28/11/2012,-240.00,"Jetstar Aays Pty Ltd N Melbourne     AU","PURCHASES",26/11/2012,,,
28/11/2012,-5.20,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",28/11/2012,,,
30/11/2012,-48.83,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",28/11/2012,,,
30/11/2012,-83.99,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",29/11/2012,,,
30/11/2012,-349.22,"AUTOTECH               CHRISTCHURCH  NZL","PURCHASES",30/11/2012,,,
30/11/2012,900.00,"PAYMENT RECEIVED       THANK YOU     NZL",,30/11/2012,,,
03/12/2012,-14.34,"Z BURNSIDE BURNSIDE CH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",30/11/2012,,,
03/12/2012,-35.00,"Treat Me               Wellington    NZ","PURCHASES",02/12/2012,,,
10/12/2012,-558.45,"AIR NZ ONLINE AUCKLAND AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",07/12/2012,,,
10/12/2012,-20.00,"Environment Canterbury Christchurch  NZ","PURCHASES",08/12/2012,,,
10/12/2012,700.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/12/2012,,,
10/12/2012,-40.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/12/2012,,,
10/12/2012,-20.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/12/2012,,,
11/12/2012,-60.74,"CALTEX MAIN NORTH ROAD CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/12/2012,,,
12/12/2012,-4.99,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",12/12/2012,,,
13/12/2012,-9.78,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",12/12/2012,,,
17/12/2012,-7.00,"K MART                 CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",16/12/2012,,,
17/12/2012,-9.95,"HOUSE OF TRAVEL        CHCH          NZ","PURCHASES",17/12/2012,,,
18/12/2012,-123.50,"Jetstar Aays Pty Ltd N Melbourne     AU","PURCHASES",16/12/2012,,,
18/12/2012,-421.43,"AIR NZ ONLINE AUCKLAND AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",17/12/2012,,,
18/12/2012,600.00,"PAYMENT RECEIVED       THANK YOU     NZL",,18/12/2012,,,
20/12/2012,-265.00,"ACE RENTALS HOLDINGS L PARNELL       NZ","PURCHASES AMERICAN EXPRESS",19/12/2012,,,
21/12/2012,-35.00,"UNICEF NEW ZEALAND     WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",20/12/2012,,,
21/12/2012,-284.45,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",20/12/2012,,,
24/12/2012,-40.56,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",22/12/2012,,,
24/12/2012,700.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/12/2012,,,
24/12/2012,-21.20,"SHANEXI NOODLES        CHRISTCHURCH  NZ","PURCHASES",23/12/2012,,,
27/12/2012,-3.50,"THE IRISHMAN           CHRISTCHURCH  NZ","PURCHASES",24/12/2012,,,
27/12/2012,-190.00,"SUNGLASS HUT 3058      RICCARTON     NZL","PURCHASES",26/12/2012,,,
27/12/2012,-60.98,"THE BODY SHOP          CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/12/2012,,,
27/12/2012,-5.07,"THE BODY SHOP          CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/12/2012,,,
27/12/2012,-119.00,"LIFE PHARMACY RICCARTO CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/12/2012,,,
27/12/2012,-5.30,"JAMAICA BLUE           CHRISTCHURCH  NZ","PURCHASES",26/12/2012,,,
27/12/2012,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,27/12/2012,,,
28/12/2012,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/12/2012,,,
31/12/2012,-15.99,"JB HI-FI / HILL & ST   AUCKLAND      NZ","PURCHASES",28/12/2012,,,
31/12/2012,-2.49,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",29/12/2012,,,
31/12/2012,-16.49,"THE WAREHOUSE - 174 -  GREYMOUTH     NZ","PURCHASES AMERICAN EXPRESS",30/12/2012,,,
31/12/2012,-2.99,"KOSCO BLENHEIM         CHRISTCHURCH  NZ","PURCHASES",30/12/2012,,,
03/01/2013,-7.00,"RAILWAY HOTEL          GREYMOUTH     NZ","PURCHASES AMERICAN EXPRESS",31/12/2012,,,
03/01/2013,-4.90,"PANCAKE ROCKS CAFE     RUNANGA       NZ","PURCHASES",31/12/2012,,,
03/01/2013,-15.00,"BEECHWOODS             MURCHISON     NZ","PURCHASES AMERICAN EXPRESS",01/01/2013,,,
03/01/2013,-41.98,"TE MANIA WINES         RICHMOND      NZ","PURCHASES",03/01/2013,,,
03/01/2013,-25.00,"BRIGHTWATER VINEYARD   NELSON        NZ","PURCHASES",03/01/2013,,,
07/01/2013,-15.90,"HUNTERS WINE NZ LTD    BLENHEIM      NZ","PURCHASES AMERICAN EXPRESS",04/01/2013,,,
07/01/2013,-9.00,"PACIFIC JEWELS KAIKOUR KAIKOURA      NZ","PURCHASES AMERICAN EXPRESS",04/01/2013,,,
07/01/2013,-28.50,"FRAMINGHAM WINES       MARLBOROUGH   NZ","PURCHASES AMERICAN EXPRESS",04/01/2013,,,
07/01/2013,-14.50,"HUMMINGBIRD COFFEE CEN CHRISTCHURCH  NZL","PURCHASES",05/01/2013,,,
07/01/2013,-56.59,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",05/01/2013,,,
07/01/2013,-10.00,"COFFEE CULTURE RICCART CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",05/01/2013,,,
07/01/2013,-60.00,"KOOL ZONE LIMITED      RICCARTON     NZ","PURCHASES",05/01/2013,,,
07/01/2013,-44.90,"SIMPLY NZ LTD CHRISTCH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/01/2013,,,
07/01/2013,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/01/2013,,,
08/01/2013,-56.88,"BISHOPDALE SERVICE STA CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/01/2013,,,
08/01/2013,-80.00,"KOOL ZONE LIMITED      RICCARTON     NZ","PURCHASES",08/01/2013,,,
09/01/2013,-2.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",08/01/2013,,,
11/01/2013,-67.48,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",10/01/2013,,,
14/01/2013,-11.00,"KOREAN NOODLE SHOP     CHRISTCHURCH  NZ","PURCHASES",11/01/2013,,,
14/01/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/01/2013,,,
15/01/2013,-6.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",14/01/2013,,,
15/01/2013,-5.00,"TRADE ME               WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",14/01/2013,,,
15/01/2013,-80.98,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",14/01/2013,,,
16/01/2013,-45.05,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",15/01/2013,,,
16/01/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/01/2013,,,
18/01/2013,-43.00,"EXAM FEE               0800-441-603  GB","PURCHASES AMERICAN EXPRESS",16/01/2013,,,
21/01/2013,-13.00,"MIHYANG RESTAURANT     CHRISTCHURCH  NZ","PURCHASES",20/01/2013,,,
23/01/2013,-44.99,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",22/01/2013,,,
23/01/2013,-99.97,"MECCANO E-COMMERCE     HAMILTON      NZ","PURCHASES AMERICAN EXPRESS",22/01/2013,,,
23/01/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/01/2013,,,
28/01/2013,-5.48,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",26/01/2013,,,
28/01/2013,-0.60,"MCDONALDS LINWOOD      CHRISTCHURCH  NZL","PURCHASES",27/01/2013,,,
29/01/2013,-12.50,"HOYTS RICCARTON        CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",27/01/2013,,,
30/01/2013,-119.96,"MECCANO E-COMMERCE     HAMILTON      NZ","PURCHASES AMERICAN EXPRESS",29/01/2013,,,
30/01/2013,-40.51,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",29/01/2013,,,
30/01/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,30/01/2013,,,
04/02/2013,-50.00,"WORLD VISION           AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",01/02/2013,,,
04/02/2013,-32.00,"UNICEF NEW ZEALAND     WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",01/02/2013,,,
04/02/2013,-53.76,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",03/02/2013,,,
04/02/2013,-71.57,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",03/02/2013,,,
07/02/2013,-54.00,"SURREAL LIMITED        CHRISTCHURCH  NZL","PURCHASES",06/02/2013,,,
07/02/2013,-4.95,"COTTON ON FACTORIE 980 CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/02/2013,,,
07/02/2013,-106.00,"GENERAL ISSUE CHRISTCH CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/02/2013,,,
11/02/2013,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/02/2013,,,
11/02/2013,-58.20,"Z CARLTON CORNER       CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/02/2013,,,
11/02/2013,-14.00,"SAMURAI BOWL           CHRISTCHURCH  NZ","PURCHASES",09/02/2013,,,
11/02/2013,-15.00,"Treat Me               Wellington    NZ","PURCHASES",11/02/2013,,,
12/02/2013,-14.12,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",12/02/2013,,,
13/02/2013,-8.00,"SUBWAY WAIRAKEI        BURNSIDE      NZ","PURCHASES",13/02/2013,,,
14/02/2013,-5.00,"3 & 5 DOLLAR SHOP LTD  CHRISTCHURCH  NZL","PURCHASES",14/02/2013,,,
15/02/2013,-32.80,"DASH TICKETS           WELLINGTON    NZ","PURCHASES",13/02/2013,,,
19/02/2013,-122.95,"HOUSE OF TRAVEL        CHCH          NZ","PURCHASES",18/02/2013,,,
21/02/2013,-9.00,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",20/02/2013,,,
22/02/2013,-503.00,"AIR NZ ONLINE AUCKLAND AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",21/02/2013,,,
22/02/2013,-43.00,"EXAM FEE               0800-441-603  GB","PURCHASES AMERICAN EXPRESS",21/02/2013,,,
25/02/2013,-137.00,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",22/02/2013,,,
25/02/2013,-22.72,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",23/02/2013,,,
25/02/2013,669.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/02/2013,,,
25/02/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/02/2013,,,
05/03/2013,40.00,"PAYMENT RECEIVED       THANK YOU     NZL",,04/03/2013,,,
07/03/2013,-16.07,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",06/03/2013,,,
07/03/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/03/2013,,,
08/03/2013,-30.00,"UNICEF NEW ZEALAND     WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",07/03/2013,,,
08/03/2013,-30.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",07/03/2013,,,
11/03/2013,-36.78,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",08/03/2013,,,
11/03/2013,-14.00,"BENSON RESTAURANT NO 1 CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/03/2013,,,
11/03/2013,-24.60,"RICHEY BAR             CHRISTCHURCH  NZ","PURCHASES",09/03/2013,,,
11/03/2013,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/03/2013,,,
12/03/2013,-88.30,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",11/03/2013,,,
13/03/2013,-29.88,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",12/03/2013,,,
18/03/2013,-17.10,"BISHOPDALE POST SHOP   CHRISTCHURCH  NZ","PURCHASES",16/03/2013,,,
18/03/2013,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,17/03/2013,,,
18/03/2013,-8.50,"LIFE PHARMACY NORTHLAN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",17/03/2013,,,
19/03/2013,-6.98,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",18/03/2013,,,
20/03/2013,-413.80,"EBS                    CHRISTCHURCH  NZ","PURCHASES",19/03/2013,,,
21/03/2013,-43.00,"EXAM FEE               0800-441-603  GB","PURCHASES AMERICAN EXPRESS",19/03/2013,,,
25/03/2013,-10.00,"KFC  SHIRLEY 534       SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",21/03/2013,,,
25/03/2013,-11.99,"JEANSWEST HORNBY       CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",23/03/2013,,,
25/03/2013,-10.00,"COTTON ON HORNBY       HORNBY        NZ","PURCHASES AMERICAN EXPRESS",23/03/2013,,,
25/03/2013,-56.40,"3 ELEMENTS RESTAURANT  CHRISTCHURCH  NZ","PURCHASES",23/03/2013,,,
25/03/2013,-18.80,"3 ELEMENTS RESTAURANT  CHRISTCHURCH  NZ","PURCHASES",23/03/2013,,,
25/03/2013,43.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/03/2013,,,
25/03/2013,-34.98,"CURRY GARDEN MULTI CUI HORNBY        NZ","PURCHASES",24/03/2013,,,
25/03/2013,-20.00,"Environment Canterbury Christchurch  NZ","PURCHASES",25/03/2013,,,
26/03/2013,-33.74,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",25/03/2013,,,
02/04/2013,-15.00,"SEOUL GARDEN RESTAURAN CHRISTCHURCH  NZ","PURCHASES",28/03/2013,,,
02/04/2013,-14.43,"ANCESTRAL              CHRISTCHURCH  NZL","PURCHASES",29/03/2013,,,
02/04/2013,-18.99,"9100 THE PALMS - CHRIS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",30/03/2013,,,
02/04/2013,-43.60,"STRAWBERRY FARE        CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",30/03/2013,,,
02/04/2013,-20.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",31/03/2013,,,
02/04/2013,-7.00,"SALT ON THE PIER       CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",31/03/2013,,,
02/04/2013,700.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/04/2013,,,
02/04/2013,-27.33,"ANCESTRAL              CHRISTCHURCH  NZL","PURCHASES",01/04/2013,,,
02/04/2013,-27.34,"ANCESTRAL              CHRISTCHURCH  NZL","PURCHASES",01/04/2013,,,
02/04/2013,-24.75,"THE BODY SHOP          CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",01/04/2013,,,
03/04/2013,-5.20,"STARBUCKS 439          RICCARTON     NZ","PURCHASES AMERICAN EXPRESS",01/04/2013,,,
03/04/2013,-15.00,"BISHOPDALE YMCA        CHRISTCHURCH  NZL","PURCHASES",02/04/2013,,,
04/04/2013,-5.00,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",04/04/2013,,,
08/04/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,05/04/2013,,,
08/04/2013,-79.87,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",05/04/2013,,,
08/04/2013,-17.30,"ANCESTRAL              CHRISTCHURCH  NZL","PURCHASES",06/04/2013,,,
08/04/2013,-25.50,"THE BODY SHOP          CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/04/2013,,,
08/04/2013,-53.90,"HEALTH 2000 RICCARTON  CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",06/04/2013,,,
08/04/2013,-59.00,"SURREAL LIMITED        CHRISTCHURCH  NZL","PURCHASES",07/04/2013,,,
08/04/2013,-9.90,"SURREAL LIMITED        CHRISTCHURCH  NZL","PURCHASES",07/04/2013,,,
08/04/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/04/2013,,,
08/04/2013,-23.56,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",07/04/2013,,,
09/04/2013,-5.98,"NEW WORLD BISHOPDALE   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",08/04/2013,,,
10/04/2013,-50.00,"2 DEGREES MOBILE       AUCKLAND      NZ","PURCHASES AMERICAN EXPRESS",09/04/2013,,,
11/04/2013,-76.98,"REBEL SPORT - 20 - RIC CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",10/04/2013,,,
11/04/2013,-47.42,"PAKNSAVE FUEL MOORHOUS CHRISTCHURCH  NZL","PURCHASES",11/04/2013,,,
12/04/2013,-40.75,"KINJI JAPANESE RESTA   CHRISTCHURCH  NZ","PURCHASES",10/04/2013,,,
15/04/2013,-329.00,"BISHOPDALE YMCA        CHRISTCHURCH  NZL","PURCHASES",12/04/2013,,,
15/04/2013,-10.00,"NEW ZEALAND COMPUTER S WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",12/04/2013,,,
15/04/2013,-29.99,"2 DEGREES RICCARTON    RICCARTON     NZL","PURCHASES",13/04/2013,,,
15/04/2013,-12.00,"KMART SHIRLEY NW ZEALA SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",13/04/2013,,,
15/04/2013,-11.90,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",13/04/2013,,,
15/04/2013,-12.00,"SQUASHWAYS CANTERBURY  CHRISTCHURCH  NZ","PURCHASES",13/04/2013,,,
15/04/2013,-5.20,"HANYANG SHOPPING RICCA RICCARTON     NZ","PURCHASES",13/04/2013,,,
16/04/2013,900.00,"PAYMENT RECEIVED       THANK YOU     NZL",,16/04/2013,,,
17/04/2013,-10.99,"THE WAREHOUSE - 120 -  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",16/04/2013,,,
18/04/2013,-18.00,"MALAYSIA DELIGHTS      PAPANUI CHRIS NZ","PURCHASES",17/04/2013,,,
18/04/2013,-10.50,"MR MINIT RICCARTON     CHRISTCHURCH  NZ","PURCHASES",17/04/2013,,,
19/04/2013,-293.97,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",18/04/2013,,,
22/04/2013,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,20/04/2013,,,
22/04/2013,-8.50,"BISHOPDALE YMCA        CHRISTCHURCH  NZL","PURCHASES",20/04/2013,,,
22/04/2013,-144.38,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",20/04/2013,,,
23/04/2013,-1.52,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",22/04/2013,,,
23/04/2013,-19.00,"MINIT NORTHLANDS MALL  CHRISTCHURCH  NZ","PURCHASES",22/04/2013,,,
23/04/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/04/2013,,,
24/04/2013,-88.30,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",22/04/2013,,,
24/04/2013,-14.50,"SNOWY PEAK LIMITED     BURNSIDE      NZ","PURCHASES AMERICAN EXPRESS",23/04/2013,,,
26/04/2013,-15.00,"RED BOWL RESTAURANT    CHRISTCHURCH  NZ","PURCHASES",25/04/2013,,,
29/04/2013,-13.64,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",26/04/2013,,,
29/04/2013,-8.99,"THE WAREHOUSE - 120 -  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",26/04/2013,,,
29/04/2013,-19.00,"MINIT NORTHLANDS MALL  CHRISTCHURCH  NZ","PURCHASES",26/04/2013,,,
29/04/2013,-193.00,"IMPORTERS CLEARENCE    AUCKLAND      NZL","PURCHASES",27/04/2013,,,
29/04/2013,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,27/04/2013,,,
29/04/2013,-7.10,"BISHOPDALE YMCA        CHRISTCHURCH  NZL","PURCHASES",27/04/2013,,,
29/04/2013,-14.00,"KOREA HOUSE            CHRISTCHURCH  NZ","PURCHASES",27/04/2013,,,
29/04/2013,-5.40,"THEOBROMA CHOCOLATE    CHRISTCHURCH  NZ","PURCHASES",27/04/2013,,,
29/04/2013,-50.00,"IMPORTERS CLEARENCE    AUCKLAND      NZL","PURCHASES",28/04/2013,,,
29/04/2013,-21.60,"SHANEXI NOODLES        CHRISTCHURCH  NZ","PURCHASES",28/04/2013,,,
29/04/2013,250.00,"PAYMENT RECEIVED       THANK YOU     NZL",,29/04/2013,,,
30/04/2013,-114.09,"PAYPAL *PTT78          35314369001   HK","PURCHASES AMERICAN EXPRESS",29/04/2013,"04/29/13        736.00    HKD FOREIGN CURRENCY FEE $ 2.78 NZD INCLUDED",,
30/04/2013,110.00,"PAYMENT RECEIVED       THANK YOU     NZL",,30/04/2013,,,
02/05/2013,-5.73,"PARKVIEW GARDENS       CHRISTCHURCH  NZ","PURCHASES",01/05/2013,,,
02/05/2013,-35.00,"Treat Me               Wellington    NZ","PURCHASES",02/05/2013,,,
06/05/2013,-66.00,"BOOKIT.CO.NZ           WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",03/05/2013,,,
06/05/2013,-55.30,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",04/05/2013,,,
06/05/2013,-5.00,"BED BATH & BEYOND      SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",05/05/2013,,,
06/05/2013,-79.98,"DOTTI SHIRLEY 870 SHIR SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",05/05/2013,,,
06/05/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/05/2013,,,
07/05/2013,-18.25,"FOX & FERRET - SHIRLEY CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",05/05/2013,,,
08/05/2013,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/05/2013,,,
13/05/2013,-29.04,"Z BISHOPDALE CHRISTCHU CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",09/05/2013,,,
13/05/2013,-34.35,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",11/05/2013,,,
13/05/2013,-29.20,"RED BOWL RESTAURANT    CHRISTCHURCH  NZ","PURCHASES",11/05/2013,,,
13/05/2013,-310.00,"IMMIGRATION - CHCH     CHRISTCHURCH  NZL","PURCHASES",13/05/2013,,,
15/05/2013,-3.00,"MCDONALDS NORTHLANDS   CHRISTCHURCH  NZL","PURCHASES",15/05/2013,,,
16/05/2013,-42.47,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",15/05/2013,,,
17/05/2013,-31.99,"WHITCOULLS NOR 158     PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",15/05/2013,,,
20/05/2013,-278.97,"BARKERS ONLINE NORTH H NORTH HARBOUR NZ","PURCHASES AMERICAN EXPRESS",17/05/2013,,,
20/05/2013,-11.40,"KFC  SHIRLEY 534       SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",18/05/2013,,,
20/05/2013,-10.00,"READING CINEMAS THE PA SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",18/05/2013,,,
20/05/2013,-119.97,"DOTTI SHIRLEY 870 SHIR SHIRLEY       NZ","PURCHASES AMERICAN EXPRESS",18/05/2013,,,
20/05/2013,-7.50,"TANK JUICE             CHRISTCHURCH  NZ","PURCHASES",18/05/2013,,,
20/05/2013,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,19/05/2013,,,
20/05/2013,-12.99,"GLASSONS 04 PAPANUI CH PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",19/05/2013,,,
20/05/2013,-88.30,"NEW ZEALAND TRANSPORT  WELLINGTON    NZ","PURCHASES AMERICAN EXPRESS",19/05/2013,,,
20/05/2013,-9.16,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",19/05/2013,,,
20/05/2013,-5.00,"AIRPORT FOOD CENTRE    CHRISTCHURCH  NZL","PURCHASES",20/05/2013,,,
21/05/2013,-10.00,"HOYTS 6 NORTHLANDS     CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",19/05/2013,,,
22/05/2013,-4.60,"BISHOPDALE POST SHOP   CHRISTCHURCH  NZ","PURCHASES",21/05/2013,,,
22/05/2013,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/05/2013,,,
22/05/2013,-71.97,"NAKEDBUS.COM TRUST     AUCKLAND      NZL","PURCHASES",22/05/2013,,,
24/05/2013,-3.89,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",23/05/2013,,,
24/05/2013,-38.95,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",23/05/2013,,,
24/05/2013,-19.99,"9139 STEVENS NORTHLAND PAPANUI       NZ","PURCHASES AMERICAN EXPRESS",23/05/2013,,,
24/05/2013,-3.49,"LIFE PHARMACY NORTHLAN CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",23/05/2013,,,
24/05/2013,-3.84,"COUNTDOWN - NORTHLANDS CHRISTCHURCH  NZ","PURCHASES AMERICAN EXPRESS",23/05/2013,,,
24/05/2013,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/05/2013,,,
27/05/2013,-70.00,"SNOWY PEAK LIMITED     RICCARTON     NZ","PURCHASES AMERICAN EXPRESS",24/05/2013,,,
